wood_type,species,abundance,compound_class,compound_mg_g
hardwood,red_maple,0,n_alkanes,n_heptadecane
hardwood,northern_red_oak,0,n_alkanes,n_heptadecane
hardwood,paper_birch,0.052,n_alkanes,n_heptadecane
softwood,eastern_white_pine,0.005,n_alkanes,n_heptadecane
softwood,eastern_hemlock,0,n_alkanes,n_heptadecane
softwood,balsam_fir,0,n_alkanes,n_heptadecane
hardwood,red_maple,0,n_alkanes,n_octadecane
hardwood,northern_red_oak,0,n_alkanes,n_octadecane
hardwood,paper_birch,0.084,n_alkanes,n_octadecane
softwood,eastern_white_pine,0.006,n_alkanes,n_octadecane
softwood,eastern_hemlock,0,n_alkanes,n_octadecane
softwood,balsam_fir,0,n_alkanes,n_octadecane
hardwood,red_maple,0,n_alkanes,n_nonadecane
hardwood,northern_red_oak,0.024,n_alkanes,n_nonadecane
hardwood,paper_birch,0.103,n_alkanes,n_nonadecane
softwood,eastern_white_pine,0.021,n_alkanes,n_nonadecane
softwood,eastern_hemlock,0.036,n_alkanes,n_nonadecane
softwood,balsam_fir,0.016,n_alkanes,n_nonadecane
hardwood,red_maple,0.084,n_alkanes,n_eicosane
hardwood,northern_red_oak,0.083,n_alkanes,n_eicosane
hardwood,paper_birch,0.104,n_alkanes,n_eicosane
softwood,eastern_white_pine,0.026,n_alkanes,n_eicosane
softwood,eastern_hemlock,0.076,n_alkanes,n_eicosane
softwood,balsam_fir,0.059,n_alkanes,n_eicosane
hardwood,red_maple,0.134,n_alkanes,n_heneicosane
hardwood,northern_red_oak,0.139,n_alkanes,n_heneicosane
hardwood,paper_birch,0.103,n_alkanes,n_heneicosane
softwood,eastern_white_pine,0.027,n_alkanes,n_heneicosane
softwood,eastern_hemlock,0.085,n_alkanes,n_heneicosane
softwood,balsam_fir,0.11,n_alkanes,n_heneicosane
hardwood,red_maple,0,n_alkanes,n_docosane
hardwood,northern_red_oak,0.108,n_alkanes,n_docosane
hardwood,paper_birch,0,n_alkanes,n_docosane
softwood,eastern_white_pine,0.033,n_alkanes,n_docosane
softwood,eastern_hemlock,0.065,n_alkanes,n_docosane
softwood,balsam_fir,0.141,n_alkanes,n_docosane
hardwood,red_maple,0,n_alkanes,n_tricosane
hardwood,northern_red_oak,0.118,n_alkanes,n_tricosane
hardwood,paper_birch,0,n_alkanes,n_tricosane
softwood,eastern_white_pine,0.047,n_alkanes,n_tricosane
softwood,eastern_hemlock,0.087,n_alkanes,n_tricosane
softwood,balsam_fir,0.082,n_alkanes,n_tricosane
hardwood,red_maple,0,n_alkanes,n_tetracosane
hardwood,northern_red_oak,0.041,n_alkanes,n_tetracosane
hardwood,paper_birch,0.018,n_alkanes,n_tetracosane
softwood,eastern_white_pine,0.011,n_alkanes,n_tetracosane
softwood,eastern_hemlock,0.043,n_alkanes,n_tetracosane
softwood,balsam_fir,0.035,n_alkanes,n_tetracosane
hardwood,red_maple,0,n_alkanes,n_pentacosane
hardwood,northern_red_oak,0.038,n_alkanes,n_pentacosane
hardwood,paper_birch,0,n_alkanes,n_pentacosane
softwood,eastern_white_pine,0,n_alkanes,n_pentacosane
softwood,eastern_hemlock,0.037,n_alkanes,n_pentacosane
softwood,balsam_fir,0.018,n_alkanes,n_pentacosane
hardwood,red_maple,0,n_alkanes,n_hexacosane
hardwood,northern_red_oak,0.009,n_alkanes,n_hexacosane
hardwood,paper_birch,0,n_alkanes,n_hexacosane
softwood,eastern_white_pine,0,n_alkanes,n_hexacosane
softwood,eastern_hemlock,0.012,n_alkanes,n_hexacosane
softwood,balsam_fir,0,n_alkanes,n_hexacosane
hardwood,red_maple,0,n_alkanes,n_heptacosane
hardwood,northern_red_oak,0,n_alkanes,n_heptacosane
hardwood,paper_birch,0,n_alkanes,n_heptacosane
softwood,eastern_white_pine,0,n_alkanes,n_heptacosane
softwood,eastern_hemlock,0.061,n_alkanes,n_heptacosane
softwood,balsam_fir,0,n_alkanes,n_heptacosane
hardwood,red_maple,0,n_alkenes,1_nonadecene
hardwood,northern_red_oak,0,n_alkenes,1_nonadecene
hardwood,paper_birch,0.084,n_alkenes,1_nonadecene
softwood,eastern_white_pine,0.042,n_alkenes,1_nonadecene
softwood,eastern_hemlock,0.024,n_alkenes,1_nonadecene
softwood,balsam_fir,0,n_alkenes,1_nonadecene
hardwood,red_maple,0.229,n_alkenes,1_eicosene
hardwood,northern_red_oak,0.259,n_alkenes,1_eicosene
hardwood,paper_birch,0.275,n_alkenes,1_eicosene
softwood,eastern_white_pine,0.087,n_alkenes,1_eicosene
softwood,eastern_hemlock,0.12,n_alkenes,1_eicosene
softwood,balsam_fir,0.124,n_alkenes,1_eicosene
hardwood,red_maple,0.123,n_alkenes,1_heneicosene
hardwood,northern_red_oak,0.174,n_alkenes,1_heneicosene
hardwood,paper_birch,0.185,n_alkenes,1_heneicosene
softwood,eastern_white_pine,0.021,n_alkenes,1_heneicosene
softwood,eastern_hemlock,0.116,n_alkenes,1_heneicosene
softwood,balsam_fir,0.359,n_alkenes,1_heneicosene
hardwood,red_maple,0,n_alkenes,1_docosene
hardwood,northern_red_oak,0.225,n_alkenes,1_docosene
hardwood,paper_birch,0,n_alkenes,1_docosene
softwood,eastern_white_pine,0.073,n_alkenes,1_docosene
softwood,eastern_hemlock,0.124,n_alkenes,1_docosene
softwood,balsam_fir,0.364,n_alkenes,1_docosene
hardwood,red_maple,0.016,n_alkenes,1_tricosene
hardwood,northern_red_oak,0.149,n_alkenes,1_tricosene
hardwood,paper_birch,0.057,n_alkenes,1_tricosene
softwood,eastern_white_pine,0,n_alkenes,1_tricosene
softwood,eastern_hemlock,0.045,n_alkenes,1_tricosene
softwood,balsam_fir,0.115,n_alkenes,1_tricosene
hardwood,red_maple,0,n_alkenes,1_tetracosene
hardwood,northern_red_oak,0.122,n_alkenes,1_tetracosene
hardwood,paper_birch,0.017,n_alkenes,1_tetracosene
softwood,eastern_white_pine,0.077,n_alkenes,1_tetracosene
softwood,eastern_hemlock,0.164,n_alkenes,1_tetracosene
softwood,balsam_fir,0.174,n_alkenes,1_tetracosene
hardwood,red_maple,0,n_alkenes,1_pentacosene
hardwood,northern_red_oak,0.229,n_alkenes,1_pentacosene
hardwood,paper_birch,0,n_alkenes,1_pentacosene
softwood,eastern_white_pine,0.023,n_alkenes,1_pentacosene
softwood,eastern_hemlock,0.047,n_alkenes,1_pentacosene
softwood,balsam_fir,0.267,n_alkenes,1_pentacosene
hardwood,red_maple,0,n_alkenes,1_hexacosene
hardwood,northern_red_oak,0.035,n_alkenes,1_hexacosene
hardwood,paper_birch,0,n_alkenes,1_hexacosene
softwood,eastern_white_pine,0.035,n_alkenes,1_hexacosene
softwood,eastern_hemlock,0.063,n_alkenes,1_hexacosene
softwood,balsam_fir,0,n_alkenes,1_hexacosene
hardwood,red_maple,0,n_alkenes,1_heptacosene
hardwood,northern_red_oak,0.162,n_alkenes,1_heptacosene
hardwood,paper_birch,0,n_alkenes,1_heptacosene
softwood,eastern_white_pine,0.023,n_alkenes,1_heptacosene
softwood,eastern_hemlock,0.222,n_alkenes,1_heptacosene
softwood,balsam_fir,0.331,n_alkenes,1_heptacosene
hardwood,red_maple,0,n_alkenes,1_octacosene
hardwood,northern_red_oak,0,n_alkenes,1_octacosene
hardwood,paper_birch,0,n_alkenes,1_octacosene
softwood,eastern_white_pine,0,n_alkenes,1_octacosene
softwood,eastern_hemlock,0,n_alkenes,1_octacosene
softwood,balsam_fir,0,n_alkenes,1_octacosene
hardwood,red_maple,0,n_alkenes,1_triacontene
hardwood,northern_red_oak,0,n_alkenes,1_triacontene
hardwood,paper_birch,0,n_alkenes,1_triacontene
softwood,eastern_white_pine,0,n_alkenes,1_triacontene
softwood,eastern_hemlock,0.048,n_alkenes,1_triacontene
softwood,balsam_fir,0,n_alkenes,1_triacontene
hardwood,red_maple,0,n_alkanols,n_octadecanol
hardwood,northern_red_oak,0.059,n_alkanols,n_octadecanol
hardwood,paper_birch,0,n_alkanols,n_octadecanol
softwood,eastern_white_pine,0,n_alkanols,n_octadecanol
softwood,eastern_hemlock,0,n_alkanols,n_octadecanol
softwood,balsam_fir,0,n_alkanols,n_octadecanol
hardwood,red_maple,0,n_alkanols,n_nonadecanol
hardwood,northern_red_oak,0.093,n_alkanols,n_nonadecanol
hardwood,paper_birch,0.034,n_alkanols,n_nonadecanol
softwood,eastern_white_pine,0,n_alkanols,n_nonadecanol
softwood,eastern_hemlock,0,n_alkanols,n_nonadecanol
softwood,balsam_fir,0.034,n_alkanols,n_nonadecanol
hardwood,red_maple,0,n_alkanals,n_heneicosanal
hardwood,northern_red_oak,0.071,n_alkanals,n_heneicosanal
hardwood,paper_birch,0.026,n_alkanals,n_heneicosanal
softwood,eastern_white_pine,0,n_alkanals,n_heneicosanal
softwood,eastern_hemlock,0,n_alkanals,n_heneicosanal
softwood,balsam_fir,0.032,n_alkanals,n_heneicosanal
hardwood,red_maple,0,n_alkanals,n_docosanal
hardwood,northern_red_oak,0.121,n_alkanals,n_docosanal
hardwood,paper_birch,0.032,n_alkanals,n_docosanal
softwood,eastern_white_pine,0,n_alkanals,n_docosanal
softwood,eastern_hemlock,0,n_alkanals,n_docosanal
softwood,balsam_fir,0.076,n_alkanals,n_docosanal
hardwood,red_maple,0,n_alkanals,n_tricosanal
hardwood,northern_red_oak,0.154,n_alkanals,n_tricosanal
hardwood,paper_birch,0.037,n_alkanals,n_tricosanal
softwood,eastern_white_pine,0,n_alkanals,n_tricosanal
softwood,eastern_hemlock,0,n_alkanals,n_tricosanal
softwood,balsam_fir,0.019,n_alkanals,n_tricosanal
hardwood,red_maple,0,alkanoic_acids,n_decanoic
hardwood,northern_red_oak,0,alkanoic_acids,n_decanoic
hardwood,paper_birch,0.245,alkanoic_acids,n_decanoic
softwood,eastern_white_pine,0.055,alkanoic_acids,n_decanoic
softwood,eastern_hemlock,0,alkanoic_acids,n_decanoic
softwood,balsam_fir,0,alkanoic_acids,n_decanoic
hardwood,red_maple,0.036,alkanoic_acids,n_undecanoic
hardwood,northern_red_oak,0.018,alkanoic_acids,n_undecanoic
hardwood,paper_birch,0.082,alkanoic_acids,n_undecanoic
softwood,eastern_white_pine,0.015,alkanoic_acids,n_undecanoic
softwood,eastern_hemlock,0,alkanoic_acids,n_undecanoic
softwood,balsam_fir,0,alkanoic_acids,n_undecanoic
hardwood,red_maple,0,alkanoic_acids,n_dodecanoic
hardwood,northern_red_oak,0.17,alkanoic_acids,n_dodecanoic
hardwood,paper_birch,0.359,alkanoic_acids,n_dodecanoic
softwood,eastern_white_pine,0.074,alkanoic_acids,n_dodecanoic
softwood,eastern_hemlock,0,alkanoic_acids,n_dodecanoic
softwood,balsam_fir,0,alkanoic_acids,n_dodecanoic
hardwood,red_maple,0.057,alkanoic_acids,n_tridecanoic
hardwood,northern_red_oak,0.042,alkanoic_acids,n_tridecanoic
hardwood,paper_birch,0,alkanoic_acids,n_tridecanoic
softwood,eastern_white_pine,0.022,alkanoic_acids,n_tridecanoic
softwood,eastern_hemlock,0.042,alkanoic_acids,n_tridecanoic
softwood,balsam_fir,0.04,alkanoic_acids,n_tridecanoic
hardwood,red_maple,0,alkanoic_acids,n_tetradecanoic
hardwood,northern_red_oak,0.243,alkanoic_acids,n_tetradecanoic
hardwood,paper_birch,0.498,alkanoic_acids,n_tetradecanoic
softwood,eastern_white_pine,0.171,alkanoic_acids,n_tetradecanoic
softwood,eastern_hemlock,0,alkanoic_acids,n_tetradecanoic
softwood,balsam_fir,0.202,alkanoic_acids,n_tetradecanoic
hardwood,red_maple,0,alkanoic_acids,n_pentadecanoic
hardwood,northern_red_oak,0.163,alkanoic_acids,n_pentadecanoic
hardwood,paper_birch,0.286,alkanoic_acids,n_pentadecanoic
softwood,eastern_white_pine,0.136,alkanoic_acids,n_pentadecanoic
softwood,eastern_hemlock,0.24,alkanoic_acids,n_pentadecanoic
softwood,balsam_fir,0.217,alkanoic_acids,n_pentadecanoic
hardwood,red_maple,1.83,alkanoic_acids,n_hexadecanoic
hardwood,northern_red_oak,1.947,alkanoic_acids,n_hexadecanoic
hardwood,paper_birch,2.802,alkanoic_acids,n_hexadecanoic
softwood,eastern_white_pine,1.636,alkanoic_acids,n_hexadecanoic
softwood,eastern_hemlock,1.753,alkanoic_acids,n_hexadecanoic
softwood,balsam_fir,1.389,alkanoic_acids,n_hexadecanoic
hardwood,red_maple,0,alkanoic_acids,14_methyl_hexadecanoic
hardwood,northern_red_oak,0,alkanoic_acids,14_methyl_hexadecanoic
hardwood,paper_birch,0,alkanoic_acids,14_methyl_hexadecanoic
softwood,eastern_white_pine,0.182,alkanoic_acids,14_methyl_hexadecanoic
softwood,eastern_hemlock,0.385,alkanoic_acids,14_methyl_hexadecanoic
softwood,balsam_fir,0.405,alkanoic_acids,14_methyl_hexadecanoic
hardwood,red_maple,0.072,alkanoic_acids,n_heptadecanoic
hardwood,northern_red_oak,0.082,alkanoic_acids,n_heptadecanoic
hardwood,paper_birch,0.151,alkanoic_acids,n_heptadecanoic
softwood,eastern_white_pine,0.072,alkanoic_acids,n_heptadecanoic
softwood,eastern_hemlock,0.142,alkanoic_acids,n_heptadecanoic
softwood,balsam_fir,0.121,alkanoic_acids,n_heptadecanoic
hardwood,red_maple,0.378,alkanoic_acids,n_octadecanoic
hardwood,northern_red_oak,0.397,alkanoic_acids,n_octadecanoic
hardwood,paper_birch,1.434,alkanoic_acids,n_octadecanoic
softwood,eastern_white_pine,0.507,alkanoic_acids,n_octadecanoic
softwood,eastern_hemlock,0.511,alkanoic_acids,n_octadecanoic
softwood,balsam_fir,0.402,alkanoic_acids,n_octadecanoic
hardwood,red_maple,0,alkanoic_acids,16_methyloctadecanoic
hardwood,northern_red_oak,0,alkanoic_acids,16_methyloctadecanoic
hardwood,paper_birch,0,alkanoic_acids,16_methyloctadecanoic
softwood,eastern_white_pine,0.023,alkanoic_acids,16_methyloctadecanoic
softwood,eastern_hemlock,0.088,alkanoic_acids,16_methyloctadecanoic
softwood,balsam_fir,0.06,alkanoic_acids,16_methyloctadecanoic
hardwood,red_maple,0,alkenoic_acids,hexadecenoic
hardwood,northern_red_oak,0.074,alkenoic_acids,hexadecenoic
hardwood,paper_birch,0,alkenoic_acids,hexadecenoic
softwood,eastern_white_pine,0.051,alkenoic_acids,hexadecenoic
softwood,eastern_hemlock,0.129,alkenoic_acids,hexadecenoic
softwood,balsam_fir,0.162,alkenoic_acids,hexadecenoic
hardwood,red_maple,1.108,alkenoic_acids,cis_9_octadecenoic
hardwood,northern_red_oak,1.675,alkenoic_acids,cis_9_octadecenoic
hardwood,paper_birch,0,alkenoic_acids,cis_9_octadecenoic
softwood,eastern_white_pine,4.097,alkenoic_acids,cis_9_octadecenoic
softwood,eastern_hemlock,1.068,alkenoic_acids,cis_9_octadecenoic
softwood,balsam_fir,1.298,alkenoic_acids,cis_9_octadecenoic
hardwood,red_maple,0.159,alkenoic_acids,trans_9_octadecenoic
hardwood,northern_red_oak,0.378,alkenoic_acids,trans_9_octadecenoic
hardwood,paper_birch,0.164,alkenoic_acids,trans_9_octadecenoic
softwood,eastern_white_pine,0.474,alkenoic_acids,trans_9_octadecenoic
softwood,eastern_hemlock,0.161,alkenoic_acids,trans_9_octadecenoic
softwood,balsam_fir,0.257,alkenoic_acids,trans_9_octadecenoic
hardwood,red_maple,0,alkenoic_acids,2_octadecenoic
hardwood,northern_red_oak,0.055,alkenoic_acids,2_octadecenoic
hardwood,paper_birch,0.052,alkenoic_acids,2_octadecenoic
softwood,eastern_white_pine,0,alkenoic_acids,2_octadecenoic
softwood,eastern_hemlock,0.047,alkenoic_acids,2_octadecenoic
softwood,balsam_fir,0.024,alkenoic_acids,2_octadecenoic
hardwood,red_maple,1.217,alkenoic_acids,9_12_octadecadienoic
hardwood,northern_red_oak,3.893,alkenoic_acids,9_12_octadecadienoic
hardwood,paper_birch,1.275,alkenoic_acids,9_12_octadecadienoic
softwood,eastern_white_pine,3.84,alkenoic_acids,9_12_octadecadienoic
softwood,eastern_hemlock,1.564,alkenoic_acids,9_12_octadecadienoic
softwood,balsam_fir,1.159,alkenoic_acids,9_12_octadecadienoic
hardwood,red_maple,0,alkenoic_acids,nonadecenoic
hardwood,northern_red_oak,0.041,alkenoic_acids,nonadecenoic
hardwood,paper_birch,0,alkenoic_acids,nonadecenoic
softwood,eastern_white_pine,0,alkenoic_acids,nonadecenoic
softwood,eastern_hemlock,0,alkenoic_acids,nonadecenoic
softwood,balsam_fir,0,alkenoic_acids,nonadecenoic
hardwood,red_maple,0.153,alkenoic_acids,eicosenoic
hardwood,northern_red_oak,0.249,alkenoic_acids,eicosenoic
hardwood,paper_birch,0.086,alkenoic_acids,eicosenoic
softwood,eastern_white_pine,0.137,alkenoic_acids,eicosenoic
softwood,eastern_hemlock,0.096,alkenoic_acids,eicosenoic
softwood,balsam_fir,0.099,alkenoic_acids,eicosenoic
hardwood,red_maple,0.265,alkanedioic_acids,hexanedioic
hardwood,northern_red_oak,0.132,alkanedioic_acids,hexanedioic
hardwood,paper_birch,0.258,alkanedioic_acids,hexanedioic
softwood,eastern_white_pine,0.095,alkanedioic_acids,hexanedioic
softwood,eastern_hemlock,0.132,alkanedioic_acids,hexanedioic
softwood,balsam_fir,0.118,alkanedioic_acids,hexanedioic
hardwood,red_maple,0.084,alkanedioic_acids,heptanedioic
hardwood,northern_red_oak,0.076,alkanedioic_acids,heptanedioic
hardwood,paper_birch,0,alkanedioic_acids,heptanedioic
softwood,eastern_white_pine,0.042,alkanedioic_acids,heptanedioic
softwood,eastern_hemlock,0.058,alkanedioic_acids,heptanedioic
softwood,balsam_fir,0.042,alkanedioic_acids,heptanedioic
hardwood,red_maple,0.116,alkanedioic_acids,octanedioic
hardwood,northern_red_oak,0.122,alkanedioic_acids,octanedioic
hardwood,paper_birch,0.162,alkanedioic_acids,octanedioic
softwood,eastern_white_pine,0.071,alkanedioic_acids,octanedioic
softwood,eastern_hemlock,0.085,alkanedioic_acids,octanedioic
softwood,balsam_fir,0.095,alkanedioic_acids,octanedioic
hardwood,red_maple,0,alkanedioic_acids,nonanedioic
hardwood,northern_red_oak,0.336,alkanedioic_acids,nonanedioic
hardwood,paper_birch,0.224,alkanedioic_acids,nonanedioic
softwood,eastern_white_pine,0.114,alkanedioic_acids,nonanedioic
softwood,eastern_hemlock,0.199,alkanedioic_acids,nonanedioic
softwood,balsam_fir,0.149,alkanedioic_acids,nonanedioic
hardwood,red_maple,0,alkanedioic_acids,decanedioic
hardwood,northern_red_oak,0.065,alkanedioic_acids,decanedioic
hardwood,paper_birch,0.107,alkanedioic_acids,decanedioic
softwood,eastern_white_pine,0.021,alkanedioic_acids,decanedioic
softwood,eastern_hemlock,0.026,alkanedioic_acids,decanedioic
softwood,balsam_fir,0.047,alkanedioic_acids,decanedioic
hardwood,red_maple,0,alkanedioic_acids,undecanedioic
hardwood,northern_red_oak,0,alkanedioic_acids,undecanedioic
hardwood,paper_birch,0,alkanedioic_acids,undecanedioic
softwood,eastern_white_pine,0,alkanedioic_acids,undecanedioic
softwood,eastern_hemlock,0,alkanedioic_acids,undecanedioic
softwood,balsam_fir,0,alkanedioic_acids,undecanedioic
hardwood,red_maple,0.103,alkanedioic_acids,hexadecanedioic
hardwood,northern_red_oak,0.112,alkanedioic_acids,hexadecanedioic
hardwood,paper_birch,0.101,alkanedioic_acids,hexadecanedioic
softwood,eastern_white_pine,0.052,alkanedioic_acids,hexadecanedioic
softwood,eastern_hemlock,0.83,alkanedioic_acids,hexadecanedioic
softwood,balsam_fir,0.645,alkanedioic_acids,hexadecanedioic
hardwood,red_maple,0.106,methyl_alkanoates,methyl_hexadecanoate
hardwood,northern_red_oak,0.123,methyl_alkanoates,methyl_hexadecanoate
hardwood,paper_birch,0.082,methyl_alkanoates,methyl_hexadecanoate
softwood,eastern_white_pine,0.038,methyl_alkanoates,methyl_hexadecanoate
softwood,eastern_hemlock,0.095,methyl_alkanoates,methyl_hexadecanoate
softwood,balsam_fir,0.076,methyl_alkanoates,methyl_hexadecanoate
hardwood,red_maple,0,methyl_alkanoates,methyl_14_methylhexadecanoate
hardwood,northern_red_oak,0,methyl_alkanoates,methyl_14_methylhexadecanoate
hardwood,paper_birch,0,methyl_alkanoates,methyl_14_methylhexadecanoate
softwood,eastern_white_pine,0.007,methyl_alkanoates,methyl_14_methylhexadecanoate
softwood,eastern_hemlock,0,methyl_alkanoates,methyl_14_methylhexadecanoate
softwood,balsam_fir,0.056,methyl_alkanoates,methyl_14_methylhexadecanoate
hardwood,red_maple,0,methyl_alkanoates,methyl_heptadecanoate
hardwood,northern_red_oak,0.013,methyl_alkanoates,methyl_heptadecanoate
hardwood,paper_birch,0.01,methyl_alkanoates,methyl_heptadecanoate
softwood,eastern_white_pine,0,methyl_alkanoates,methyl_heptadecanoate
softwood,eastern_hemlock,0,methyl_alkanoates,methyl_heptadecanoate
softwood,balsam_fir,0.016,methyl_alkanoates,methyl_heptadecanoate
hardwood,red_maple,0.015,methyl_alkanoates,methyl_octadecanoate
hardwood,northern_red_oak,0.016,methyl_alkanoates,methyl_octadecanoate
hardwood,paper_birch,0.039,methyl_alkanoates,methyl_octadecanoate
softwood,eastern_white_pine,0.022,methyl_alkanoates,methyl_octadecanoate
softwood,eastern_hemlock,0.028,methyl_alkanoates,methyl_octadecanoate
softwood,balsam_fir,0.024,methyl_alkanoates,methyl_octadecanoate
hardwood,red_maple,0,methyl_alkanoates,methyl_eicosanoate
hardwood,northern_red_oak,0.01,methyl_alkanoates,methyl_eicosanoate
hardwood,paper_birch,0.019,methyl_alkanoates,methyl_eicosanoate
softwood,eastern_white_pine,0.019,methyl_alkanoates,methyl_eicosanoate
softwood,eastern_hemlock,0.017,methyl_alkanoates,methyl_eicosanoate
softwood,balsam_fir,0.017,methyl_alkanoates,methyl_eicosanoate
hardwood,red_maple,0,ethyl_alkanoates,ethyl_tetracosanoate
hardwood,northern_red_oak,0,ethyl_alkanoates,ethyl_tetracosanoate
hardwood,paper_birch,0,ethyl_alkanoates,ethyl_tetracosanoate
softwood,eastern_white_pine,0,ethyl_alkanoates,ethyl_tetracosanoate
softwood,eastern_hemlock,0.192,ethyl_alkanoates,ethyl_tetracosanoate
softwood,balsam_fir,0,ethyl_alkanoates,ethyl_tetracosanoate
hardwood,red_maple,0,methyl_alkenoates,methyl_cis_9_octadecenoate
hardwood,northern_red_oak,0,methyl_alkenoates,methyl_cis_9_octadecenoate
hardwood,paper_birch,0.048,methyl_alkenoates,methyl_cis_9_octadecenoate
softwood,eastern_white_pine,0.101,methyl_alkenoates,methyl_cis_9_octadecenoate
softwood,eastern_hemlock,0.061,methyl_alkenoates,methyl_cis_9_octadecenoate
softwood,balsam_fir,0.066,methyl_alkenoates,methyl_cis_9_octadecenoate
hardwood,red_maple,0,methyl_alkenoates,methyl_9_12_octadecadienoate
hardwood,northern_red_oak,0.045,methyl_alkenoates,methyl_9_12_octadecadienoate
hardwood,paper_birch,0.105,methyl_alkenoates,methyl_9_12_octadecadienoate
softwood,eastern_white_pine,0.125,methyl_alkenoates,methyl_9_12_octadecadienoate
softwood,eastern_hemlock,0.045,methyl_alkenoates,methyl_9_12_octadecadienoate
softwood,balsam_fir,0.368,methyl_alkenoates,methyl_9_12_octadecadienoate
hardwood,red_maple,0,guaiacols,guaiacol
hardwood,northern_red_oak,0.19,guaiacols,guaiacol
hardwood,paper_birch,0.136,guaiacols,guaiacol
softwood,eastern_white_pine,0.074,guaiacols,guaiacol
softwood,eastern_hemlock,0.184,guaiacols,guaiacol
softwood,balsam_fir,0.356,guaiacols,guaiacol
hardwood,red_maple,0.066,guaiacols,eugenol
hardwood,northern_red_oak,0.059,guaiacols,eugenol
hardwood,paper_birch,0.174,guaiacols,eugenol
softwood,eastern_white_pine,0.075,guaiacols,eugenol
softwood,eastern_hemlock,0.161,guaiacols,eugenol
softwood,balsam_fir,0.254,guaiacols,eugenol
hardwood,red_maple,0.021,guaiacols,cis_isoeugenol
hardwood,northern_red_oak,0.041,guaiacols,cis_isoeugenol
hardwood,paper_birch,0.061,guaiacols,cis_isoeugenol
softwood,eastern_white_pine,0.083,guaiacols,cis_isoeugenol
softwood,eastern_hemlock,0.124,guaiacols,cis_isoeugenol
softwood,balsam_fir,0.195,guaiacols,cis_isoeugenol
hardwood,red_maple,0.137,guaiacols,trans_isoeugenol
hardwood,northern_red_oak,0.268,guaiacols,trans_isoeugenol
hardwood,paper_birch,0.608,guaiacols,trans_isoeugenol
softwood,eastern_white_pine,0.678,guaiacols,trans_isoeugenol
softwood,eastern_hemlock,1.299,guaiacols,trans_isoeugenol
softwood,balsam_fir,1.382,guaiacols,trans_isoeugenol
hardwood,red_maple,0.252,guaiacols,4_vinylguaiacol
hardwood,northern_red_oak,0.19,guaiacols,4_vinylguaiacol
hardwood,paper_birch,0.134,guaiacols,4_vinylguaiacol
softwood,eastern_white_pine,0.123,guaiacols,4_vinylguaiacol
softwood,eastern_hemlock,0.251,guaiacols,4_vinylguaiacol
softwood,balsam_fir,0.428,guaiacols,4_vinylguaiacol
hardwood,red_maple,0.028,guaiacols,4_ethylguaiacol
hardwood,northern_red_oak,0.05,guaiacols,4_ethylguaiacol
hardwood,paper_birch,0.049,guaiacols,4_ethylguaiacol
softwood,eastern_white_pine,0.049,guaiacols,4_ethylguaiacol
softwood,eastern_hemlock,0.09,guaiacols,4_ethylguaiacol
softwood,balsam_fir,0.203,guaiacols,4_ethylguaiacol
hardwood,red_maple,0,guaiacols,4_propylguaiacol
hardwood,northern_red_oak,0.017,guaiacols,4_propylguaiacol
hardwood,paper_birch,0.026,guaiacols,4_propylguaiacol
softwood,eastern_white_pine,0.048,guaiacols,4_propylguaiacol
softwood,eastern_hemlock,0.068,guaiacols,4_propylguaiacol
softwood,balsam_fir,0.121,guaiacols,4_propylguaiacol
hardwood,red_maple,0.252,guaiacols,vanillic_acid
hardwood,northern_red_oak,3.787,guaiacols,vanillic_acid
hardwood,paper_birch,0.335,guaiacols,vanillic_acid
softwood,eastern_white_pine,0.482,guaiacols,vanillic_acid
softwood,eastern_hemlock,1.629,guaiacols,vanillic_acid
softwood,balsam_fir,2.997,guaiacols,vanillic_acid
hardwood,red_maple,0.7,syringols,syringol
hardwood,northern_red_oak,2.588,syringols,syringol
hardwood,paper_birch,15.354,syringols,syringol
softwood,eastern_white_pine,0,syringols,syringol
softwood,eastern_hemlock,0,syringols,syringol
softwood,balsam_fir,0.258,syringols,syringol
hardwood,red_maple,2.777,syringols,4_ethylsyringol
hardwood,northern_red_oak,2.821,syringols,4_ethylsyringol
hardwood,paper_birch,10.106,syringols,4_ethylsyringol
softwood,eastern_white_pine,0.132,syringols,4_ethylsyringol
softwood,eastern_hemlock,0,syringols,4_ethylsyringol
softwood,balsam_fir,0.335,syringols,4_ethylsyringol
hardwood,red_maple,2.397,syringols,4_propylsyringol
hardwood,northern_red_oak,1.816,syringols,4_propylsyringol
hardwood,paper_birch,2.034,syringols,4_propylsyringol
softwood,eastern_white_pine,0.054,syringols,4_propylsyringol
softwood,eastern_hemlock,0,syringols,4_propylsyringol
softwood,balsam_fir,0.176,syringols,4_propylsyringol
hardwood,red_maple,5.83,syringols,methoxyeugenol
hardwood,northern_red_oak,3.035,syringols,methoxyeugenol
hardwood,paper_birch,6.632,syringols,methoxyeugenol
softwood,eastern_white_pine,0.166,syringols,methoxyeugenol
softwood,eastern_hemlock,0.1,syringols,methoxyeugenol
softwood,balsam_fir,0.607,syringols,methoxyeugenol
hardwood,red_maple,0.786,syringols,cis_methoxy_isoeugenol
hardwood,northern_red_oak,1.367,syringols,cis_methoxy_isoeugenol
hardwood,paper_birch,0.485,syringols,cis_methoxy_isoeugenol
softwood,eastern_white_pine,0.125,syringols,cis_methoxy_isoeugenol
